StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q9_1,Q10,Q11,Q12,Q13
6/2/2022 7:14,6/2/2022 7:29,IP Address,redacted,100,917,TRUE,6/2/2022 7:29,redacted,,,,,redacted,redacted,anonymous,EN,TA 11,redacted,2,I have not taught any of these.,4,1,2,3,5,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:4010 - Basic Analysis,MATH:3720 - Introduction to Abstract Algebra I,MATH:1850 - Calculus I,MATH:1860 - Calculus II,Course preferences,,,,"Monday,Wednesday,Friday",,"Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Wednesday,Friday","Tuesday,Thursday",,,,"MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:6000 - Categories and Modules,MATH:6400 - Algebraic Topology,MATH:6500 - Differential Geometry I",,No,Math Tutorial Lab Hours,
6/2/2022 8:24,6/2/2022 8:55,IP Address,redacted,100,1902,TRUE,6/2/2022 8:55,redacted,,,,,redacted,redacted,anonymous,EN,TA 17,redacted,3,MATH:1010 - Trigonometry,1,5,4,3,2,MATH:1860 - Calculus II,MATH:1010 - Trigonometry,MATH:1850 - Calculus I,MATH:1460 - Calculus for the Biological Sciences,MATH:3770 - Fundamental Properties Spaces/Funct  I,I care about these equally,,,,,"Tuesday,Wednesday","Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Monday,Tuesday,Wednesday,Thursday,Friday",,,"MATH:6000 - Categories and Modules,MATH:6200 - Analysis I,MATH:6500 - Differential Geometry I,MATH:7030 - Topics in Algebra,MATH:7070 - Seminar: Algebra,MATH:7470 - Seminar: Topology",,No,Neither,"the 930 am calculus II/ calculus I slot works perfectly with my schedule 
The trig 330 works perfectly with my schedule as well
"
6/2/2022 11:40,6/2/2022 11:43,IP Address,redacted,100,175,TRUE,6/2/2022 11:43,redacted,,,,,redacted,redacted,anonymous,EN,TA 49,redacted,4,MATH:1005 - College Algebra,1,2,3,4,5,MATH:1350 - Quantitative Reasoning for Business,MATH:1850 - Calculus I,MATH:1005 - College Algebra,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1860 - Calculus II,Time preferences,,,,"Monday,Wednesday,Friday",,,,,,"Monday,Wednesday,Friday",Monday,,"MATH:6200 - Analysis I,MATH:7670 - Seminar: Mathematical Biology,MATH:7830 - Topics in Applied Mathematics",,No,Extra Grading,
6/2/2022 11:48,6/2/2022 12:38,IP Address,redacted,100,3038,TRUE,6/2/2022 12:38,redacted,,,,,redacted,redacted,anonymous,EN,TA 46,redacted,2,I have not taught any of these.,1,5,2,3,4,MATH:1460 - Calculus for the Biological Sciences,MATH:1850 - Calculus I,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:1860 - Calculus II,MATH:1550 - Engineer Math I Single Variable Calculus,Time preferences,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Monday,Tuesday,Wednesday,Thursday,Friday",Tuesday,,,"Monday,Wednesday,Friday",,,Monday,,"MATH:5800 - Numerical Methods I,MATH:6700 - Partial Differential Equations I,MATH:7670 - Seminar: Mathematical Biology,MATH:7870 - Seminar: Numerical Analysis","STAT:6300, STAT:7560 (STAT courses are under consideration, not yet registered)",No,Extra Grading,"As of Thursday, June 2, I am still determining my course schedule for Fall 2022, as I explore research interests in Summer 2022, and consult with my faculty mentors and potential advisor.  I will correspond with the Director of Graduate Studies as soon as any changes to my time availability for teaching assignments arise.
"
6/2/2022 12:56,6/2/2022 13:01,IP Address,redacted,100,334,TRUE,6/2/2022 13:01,redacted,,,,,redacted,redacted,anonymous,EN,TA 47,redacted,2,MATH:1560 - Engineer Math II: Multivariable Calculus,3,4,1,2,5,MATH:1560 - Engineer Math II: Multivariable Calculus,MATH:1850 - Calculus I,MATH:1860 - Calculus II,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1350 - Quantitative Reasoning for Business,Course preferences,,,"Monday,Tuesday,Wednesday,Friday","Tuesday,Thursday","Monday,Tuesday,Wednesday,Thursday,Friday","Monday,Tuesday,Wednesday,Thursday,Friday",,,,,Monday,,"MATH:5800 - Numerical Methods I,MATH:6400 - Algebraic Topology,MATH:7030 - Topics in Algebra",,No,Math Tutorial Lab Hours,
6/2/2022 13:07,6/2/2022 13:25,IP Address,redacted,100,1062,TRUE,6/2/2022 13:25,redacted,,,,,redacted,redacted,anonymous,EN,TA 20,redacted,3,I have not taught any of these.,1,2,3,4,5,MATH:1005 - College Algebra,MATH:1010 - Trigonometry,MATH:0100 - Basic Algebra I,MATH:1850 - Calculus I,MATH:1860 - Calculus II,I care about these equally,,,Thursday,"Monday,Wednesday,Friday",,,"Monday,Wednesday,Friday",,,"Monday,Wednesday,Friday",,,"MATH:5750 - Mathematical Biology I,MATH:6200 - Analysis I,MATH:7830 - Topics in Applied Mathematics",,No,Extra Grading,
6/2/2022 14:22,6/2/2022 14:38,IP Address,redacted,100,946,TRUE,6/2/2022 14:38,redacted,,,,,redacted,redacted,anonymous,EN,TA 57,redacted,1,"I have not taught any of these.,MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:1010 - Trigonometry,MATH:1020 - Elementary Functions",1,2,4,3,5,MATH:1020 - Elementary Functions,MATH:1010 - Trigonometry,MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:1850 - Calculus I,Time preferences,,,,"Monday,Wednesday,Friday","Monday,Tuesday,Wednesday,Thursday,Friday","Monday,Wednesday,Friday",,,Thursday,"Monday,Wednesday,Friday",Friday,,"MATH:5000 - Abstract Algebra I,MATH:5200 - Introduction to Analysis I,MATH:5400 - Fundamental Groups and Covering Spaces,MATH:5900 - First-Year Graduate Seminar",,No,Math Tutorial Lab Hours,"I included the math courses I've tutored before as having taught them (as I've created lesson plans and taught to individual grade schoolers [MS and HS] in my current job), but also checked the ""Have not taught any of these"" since I haven't taught them here or to college age students."
6/2/2022 14:58,6/2/2022 15:01,IP Address,redacted,100,182,TRUE,6/2/2022 15:01,redacted,,,,,redacted,redacted,anonymous,EN,TA 97,redacted,7+,MATH:1005 - College Algebra,5,1,4,3,2,MATH:1440 - Mathematics for the Biological Sciences,MATH:1350 - Quantitative Reasoning for Business,MATH:1460 - Calculus for the Biological Sciences,MATH:1340 - Mathematics for Business,MATH:1005 - College Algebra,Course preferences,Tuesday,Tuesday,,,,,"Tuesday,Thursday","Tuesday,Thursday",,,,,,,No,Extra Grading,
6/2/2022 16:09,6/2/2022 16:32,IP Address,redacted,100,1344,TRUE,6/2/2022 16:32,redacted,,,,,redacted,redacted,anonymous,EN,TA 56,redacted,1,I have not taught any of these.,5,4,1,2,3,MATH:1005 - College Algebra,MATH:1010 - Trigonometry,MATH:0100 - Basic Algebra I,MATH:1850 - Calculus I,MATH:1860 - Calculus II,Time preferences,,,"Monday,Tuesday,Wednesday,Friday",,,,,"Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Wednesday,Friday",Friday,,"MATH:5200 - Introduction to Analysis I,MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:5800 - Numerical Methods I,MATH:5900 - First-Year Graduate Seminar",,Yes,Extra Grading,"To elaborate on my time preferences, I would greatly prefer one of my top 3 choices, but I don't have any preferences between those three.  "
6/3/2022 3:14,6/3/2022 3:58,IP Address,redacted,100,2684,TRUE,6/3/2022 3:58,redacted,,,,,redacted,redacted,anonymous,EN,TA 54,redacted,1,I have not taught any of these.,2,1,5,4,3,MATH:1005 - College Algebra,MATH:1020 - Elementary Functions,MATH:1010 - Trigonometry,MATH:1120 - Logic of Arithmetic,MATH:0100 - Basic Algebra I,Time preferences,,,,"Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Wednesday,Friday",,,Thursday,"Monday,Wednesday,Friday",Friday,,"MATH:5000 - Abstract Algebra I,MATH:5200 - Introduction to Analysis I,MATH:5400 - Fundamental Groups and Covering Spaces,MATH:5900 - First-Year Graduate Seminar",,No,Math Tutorial Lab Hours,
6/3/2022 9:32,6/3/2022 10:04,IP Address,redacted,100,1884,TRUE,6/3/2022 10:04,redacted,,,,,redacted,redacted,anonymous,EN,TA 53,redacted,3,MATH:1010 - Trigonometry,4,1,2,3,5,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:4010 - Basic Analysis,MATH:1850 - Calculus I,MATH:1860 - Calculus II,MATH:1550 - Engineer Math I Single Variable Calculus,Course preferences,,,,"Monday,Wednesday,Friday",Tuesday,"Monday,Wednesday,Friday",,,,,,,"MATH:6400 - Algebraic Topology,MATH:6700 - Partial Differential Equations I,MATH:7870 - Seminar: Numerical Analysis",,No,Math Tutorial Lab Hours,"I was assigned trigonometry last semester, which was not on my list of preference. It was such a punishment for me and left me with horrible memories. I think I deserve at least something on my list for this semester. I would really appreciate it!!!!!!!!!!!!"
6/3/2022 10:38,6/3/2022 10:51,IP Address,redacted,100,787,TRUE,6/3/2022 10:51,redacted,,,,,redacted,redacted,anonymous,EN,TA 50,redacted,2,I have not taught any of these.,5,1,2,3,4,MATH:1850 - Calculus I,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1350 - Quantitative Reasoning for Business,MATH:1340 - Mathematics for Business,MATH:1440 - Mathematics for the Biological Sciences,Time preferences,,,,,Monday,Monday,"Tuesday,Thursday","Monday,Tuesday,Wednesday,Thursday,Friday","Monday,Tuesday,Wednesday,Friday","Monday,Tuesday,Wednesday,Friday",,,"MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:6000 - Categories and Modules,MATH:6200 - Analysis I",,No,Math Tutorial Lab Hours,
6/3/2022 13:35,6/3/2022 13:51,IP Address,redacted,100,909,TRUE,6/3/2022 13:51,redacted,,,,,redacted,redacted,anonymous,EN,TA 69,redacted,1,I have not taught any of these.,5,3,2,1,4,MATH:5200 - Introduction to Analysis I,MATH:4010 - Basic Analysis,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1850 - Calculus I,MATH:0100 - Basic Algebra I,Course preferences,,,,,,,,,,,,,,,No,Extra Grading,"I have not yet registered for this semester, therefore, I could not answer Q8-10."
6/3/2022 13:39,6/3/2022 13:53,IP Address,redacted,100,879,TRUE,6/3/2022 13:54,redacted,,,,,redacted,redacted,anonymous,EN,TA 06,redacted,2,I have not taught any of these.,5,4,1,2,3,MATH:1850 - Calculus I,MATH:1440 - Mathematics for the Biological Sciences,MATH:1860 - Calculus II,MATH:1340 - Mathematics for Business,MATH:1350 - Quantitative Reasoning for Business,Time preferences,,,"Monday,Tuesday,Wednesday,Friday",,"Tuesday,Thursday","Monday,Tuesday,Wednesday,Thursday,Friday",,Tuesday,,Tuesday,,,"MATH:5800 - Numerical Methods I,MATH:6400 - Algebraic Topology,MATH:7030 - Topics in Algebra",,No,Neither,
6/3/2022 13:54,6/3/2022 14:03,IP Address,redacted,100,507,TRUE,6/3/2022 14:03,redacted,,,,,redacted,redacted,anonymous,EN,TA 13,redacted,5,MATH:1005 - College Algebra,5,4,1,2,3,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1005 - College Algebra,MATH:1340 - Mathematics for Business,MATH:1850 - Calculus I,Time preferences,,,,"Monday,Wednesday,Friday",Tuesday,,,,,,,,"MATH:7830 - Topics in Applied Mathematics,MATH:7870 - Seminar: Numerical Analysis",,Yes,Math Tutorial Lab Hours,
6/3/2022 15:19,6/3/2022 15:29,IP Address,redacted,100,583,TRUE,6/3/2022 15:29,redacted,,,,,redacted,redacted,anonymous,EN,TA 16,redacted,5,"MATH:1005 - College Algebra,MATH:1560 - Engineer Math II: Multivariable Calculus",4,1,2,3,5,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:5200 - Introduction to Analysis I,MATH:4020 - Basic Abstract Algebra,MATH:1460 - Calculus for the Biological Sciences,MATH:1850 - Calculus I,Time preferences,,,"Tuesday,Thursday","Tuesday,Thursday",,,,Tuesday,Tuesday,,,,MATH:7200 - Functional Analysis I,,No,Math Tutorial Lab Hours,I'm confused by the wording in Q12. If I had the choose between math lab hours and grading I would choose math lab.
6/3/2022 18:42,6/3/2022 19:07,IP Address,redacted,100,1519,TRUE,6/3/2022 19:07,redacted,,,,,redacted,redacted,anonymous,EN,TA 59,redacted,1,I have not taught any of these.,5,1,2,3,4,MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:1850 - Calculus I,MATH:1020 - Elementary Functions,MATH:1550 - Engineer Math I Single Variable Calculus,I care about these equally,,,"Monday,Tuesday,Wednesday,Friday",,,,,"Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Wednesday,Friday",,,"MATH:5200 - Introduction to Analysis I,MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:5800 - Numerical Methods I",,No,Both,
6/3/2022 21:58,6/3/2022 22:01,IP Address,redacted,100,200,TRUE,6/3/2022 22:01,redacted,,,,,redacted,redacted,anonymous,EN,TA 33,redacted,6,MATH:1005 - College Algebra,5,2,1,3,4,MATH:1350 - Quantitative Reasoning for Business,MATH:1850 - Calculus I,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:1340 - Mathematics for Business,MATH:1440 - Mathematics for the Biological Sciences,Time preferences,,,,,,,,,,,Wednesday,,MATH:7770 - Seminar: Partial Differential Equations,,No,Neither,I would perfer not to teach with Dr. Redacted.
6/3/2022 21:38,6/3/2022 22:32,IP Address,redacted,100,3226,TRUE,6/3/2022 22:32,redacted,,,,,redacted,redacted,anonymous,EN,TA 26,redacted,2,I have not taught any of these.,3,1,2,4,5,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1350 - Quantitative Reasoning for Business,MATH:1860 - Calculus II,MATH:5800 - Numerical Methods I,MATH:1340 - Mathematics for Business,I care about these equally,,,,,"Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Monday,Tuesday,Wednesday,Thursday,Friday","Monday,Wednesday,Friday","Monday,Wednesday,Friday",,,"MATH:6000 - Categories and Modules,MATH:6200 - Analysis I,MATH:7030 - Topics in Algebra,MATH:7870 - Seminar: Numerical Analysis",ECE 5600,No,Neither,"Ma.am, I will be sitting in Math 6000 but will not be formally enrolled in the class. I had taken the course last Fall, but I would like to again sit in it. I hope this helps."
6/4/2022 11:08,6/4/2022 11:14,IP Address,redacted,100,322,TRUE,6/4/2022 11:14,redacted,,,,,redacted,redacted,anonymous,EN,TA 18,redacted,5,I have not taught any of these.,5,4,1,2,3,MATH:1860 - Calculus II,MATH:1005 - College Algebra,MATH:1440 - Mathematics for the Biological Sciences,MATH:3720 - Introduction to Abstract Algebra I,MATH:1560 - Engineer Math II: Multivariable Calculus,Time preferences,,,,,"Tuesday,Thursday","Tuesday,Thursday",,,,,,,MATH:7030 - Topics in Algebra,eall:7475:0EXW,Yes,Math Tutorial Lab Hours,
6/2/2022 16:50,6/4/2022 12:58,IP Address,redacted,100,158914,TRUE,6/4/2022 12:58,redacted,,,,,redacted,redacted,anonymous,EN,TA 67,redacted,1,I have not taught any of these.,4,1,2,3,5,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1560 - Engineer Math II: Multivariable Calculus,MATH:1850 - Calculus I,MATH:1860 - Calculus II,MATH:1005 - College Algebra,I care about these equally,,,,"Monday,Wednesday,Friday",Thursday,,,"Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Wednesday,Friday",Friday,,"MATH:5200 - Introduction to Analysis I,MATH:5400 - Fundamental Groups and Covering Spaces,MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:5900 - First-Year Graduate Seminar",,No,Math Tutorial Lab Hours,
6/5/2022 11:41,6/5/2022 11:44,IP Address,redacted,100,151,TRUE,6/5/2022 11:44,redacted,,,,,redacted,redacted,anonymous,EN,TA 96,redacted,4,"MATH:1005 - College Algebra,MATH:1020 - Elementary Functions,MATH:1560 - Engineer Math II: Multivariable Calculus",5,4,3,1,2,MATH:1860 - Calculus II,MATH:1560 - Engineer Math II: Multivariable Calculus,MATH:1850 - Calculus I,MATH:1460 - Calculus for the Biological Sciences,MATH:1550 - Engineer Math I Single Variable Calculus,Time preferences,,,,,,,,"Tuesday,Thursday","Tuesday,Thursday",,,,MATH:7470 - Seminar: Topology,,Yes,Neither,
6/5/2022 17:18,6/5/2022 17:27,IP Address,redacted,100,535,TRUE,6/5/2022 17:27,redacted,,,,,redacted,redacted,anonymous,EN,TA 41,redacted,2,I have not taught any of these.,2,1,4,3,5,MATH:4020 - Basic Abstract Algebra,MATH:3720 - Introduction to Abstract Algebra I,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:1850 - Calculus I,MATH:1860 - Calculus II,Course preferences,,,"Monday,Wednesday,Friday","Monday,Wednesday,Friday","Tuesday,Thursday",,"Tuesday,Thursday",,,"Monday,Wednesday,Friday",,,"MATH:5800 - Numerical Methods I,MATH:6000 - Categories and Modules,MATH:6200 - Analysis I,MATH:7030 - Topics in Algebra",,No,Math Tutorial Lab Hours,
6/5/2022 22:17,6/5/2022 22:27,IP Address,redacted,100,569,TRUE,6/5/2022 22:27,redacted,,,,,redacted,redacted,anonymous,EN,TA 70,redacted,1,"MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:1010 - Trigonometry,MATH:1020 - Elementary Functions",5,4,3,2,1,MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:1010 - Trigonometry,MATH:1440 - Mathematics for the Biological Sciences,MATH:1460 - Calculus for the Biological Sciences,I care about these equally,,,,,,,,,,,,,"MATH:5200 - Introduction to Analysis I,MATH:5750 - Mathematical Biology I,MATH:5800 - Numerical Methods I,MATH:5900 - First-Year Graduate Seminar",,No,Math Tutorial Lab Hours,"I'm still not sure what classes I'll be taking, nor what times I'll be busy during the week."
6/5/2022 22:31,6/5/2022 22:47,IP Address,redacted,100,968,TRUE,6/5/2022 22:47,redacted,,,,,redacted,redacted,anonymous,EN,TA 58,redacted,1,I have not taught any of these.,4,1,2,3,5,MATH:1005 - College Algebra,MATH:0100 - Basic Algebra I,MATH:1020 - Elementary Functions,MATH:1010 - Trigonometry,MATH:1550 - Engineer Math I Single Variable Calculus,I care about these equally,,,"Monday,Tuesday,Wednesday,Friday",,,,,"Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Wednesday,Friday",,,"MATH:5200 - Introduction to Analysis I,MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:5800 - Numerical Methods I,MATH:5900 - First-Year Graduate Seminar",NA,No,Both,
6/5/2022 8:59,6/6/2022 0:24,IP Address,redacted,100,55547,TRUE,6/6/2022 0:24,redacted,,,,,redacted,redacted,anonymous,EN,TA 02,redacted,3,MATH:1560 - Engineer Math II: Multivariable Calculus,2,3,5,1,4,MATH:5200 - Introduction to Analysis I,MATH:4010 - Basic Analysis,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:1010 - Trigonometry,MATH:1440 - Mathematics for the Biological Sciences,I care about these equally,,,,"Tuesday,Thursday","Monday,Tuesday,Wednesday,Thursday,Friday","Monday,Tuesday,Wednesday,Thursday,Friday","Tuesday,Thursday",Tuesday,,,,Wednesday,"MATH:6000 - Categories and Modules,MATH:6400 - Algebraic Topology,MATH:7030 - Topics in Algebra,MATH:7290 - Seminar: Operator Theory",ENGR:7270,No,Math Tutorial Lab Hours,
6/6/2022 14:20,6/6/2022 14:30,IP Address,redacted,100,636,TRUE,6/6/2022 14:30,redacted,,,,,redacted,redacted,anonymous,EN,TA 65,redacted,1,I have not taught any of these.,2,1,3,4,5,MATH:1860 - Calculus II,MATH:1850 - Calculus I,MATH:3720 - Introduction to Abstract Algebra I,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1560 - Engineer Math II: Multivariable Calculus,Time preferences,,,,"Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Wednesday,Friday",,,Thursday,"Monday,Wednesday,Friday",Friday,,"MATH:5000 - Abstract Algebra I,MATH:5200 - Introduction to Analysis I,MATH:5400 - Fundamental Groups and Covering Spaces,MATH:5900 - First-Year Graduate Seminar",,No,Neither,"I wasn't sure if I should include it or not, but I am planning to attempt the qualifying exam for Algebra; if I were to pass, I would replace Abstract Algebra with Mathematical Biology, and the times I would be available would change (In that case, I would then be available 11:30-12:20 MWF and 11-11:50 T, but would then be unavailable 12:30-1:20 MWF and 9:30-10:20 Th)."
6/6/2022 14:51,6/6/2022 14:56,IP Address,redacted,100,293,TRUE,6/6/2022 14:56,redacted,,,,,redacted,redacted,anonymous,EN,TA 32,redacted,6,I have not taught any of these.,5,2,1,3,4,MATH:5000 - Abstract Algebra I,MATH:5400 - Fundamental Groups and Covering Spaces,MATH:4090 - A Rigorous Intro to Abstract Algebra,MATH:4020 - Basic Abstract Algebra,MATH:1010 - Trigonometry,Course preferences,,,,,,,,"Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday",,,MATH:7470 - Seminar: Topology,,No,Both,
6/6/2022 16:29,6/6/2022 17:13,IP Address,redacted,100,2616,TRUE,6/6/2022 17:13,redacted,,,,,redacted,redacted,anonymous,EN,TA 05,redacted,3,I have not taught any of these.,1,2,3,4,5,MATH:1860 - Calculus II,MATH:1005 - College Algebra,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1460 - Calculus for the Biological Sciences,MATH:1010 - Trigonometry,I care about these equally,,,,,"Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday",,"Monday,Wednesday,Friday",Monday,"Monday,Tuesday","MATH:6000 - Categories and Modules,MATH:6200 - Analysis I,MATH:7030 - Topics in Algebra,MATH:7070 - Seminar: Algebra",,Yes,Math Tutorial Lab Hours,
6/6/2022 19:51,6/6/2022 20:00,IP Address,redacted,100,542,TRUE,6/6/2022 20:00,redacted,,,,,redacted,redacted,anonymous,EN,TA 29,redacted,2,I have not taught any of these.,1,2,5,4,3,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1460 - Calculus for the Biological Sciences,MATH:1005 - College Algebra,MATH:1850 - Calculus I,MATH:1010 - Trigonometry,Course preferences,,,Thursday,,,,"Monday,Wednesday,Friday",,,"Monday,Wednesday,Friday",,,"MATH:5750 - Mathematical Biology I,MATH:6200 - Analysis I",,Yes,Math Tutorial Lab Hours,"I left question 10 empty and question 9 only has two options selected. I haven't fully decided on my schedule yet. I am trying to decide on a third class still and I also would like to take a fourth course that will be one of my outside course requirements. Since I haven't fully decided on one yet, I can't adequately answer those two questions to their fullest yet."
6/6/2022 22:46,6/7/2022 1:30,IP Address,redacted,100,9809,TRUE,6/7/2022 1:30,redacted,,,,,redacted,redacted,anonymous,EN,TA 71,redacted,1,I have not taught any of these.,5,4,2,1,3,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1850 - Calculus I,MATH:1560 - Engineer Math II: Multivariable Calculus,MATH:1860 - Calculus II,MATH:1440 - Mathematics for the Biological Sciences,Time preferences,,,,"Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Wednesday,Friday",,,Thursday,"Monday,Wednesday,Friday",Friday,,"MATH:5000 - Abstract Algebra I,MATH:5200 - Introduction to Analysis I,MATH:5400 - Fundamental Groups and Covering Spaces,MATH:5900 - First-Year Graduate Seminar",,No,Neither,"My schedule is not set in stone because I might decide to attempt the algebra qualifying exam, so I would take something else instead of MATH:5000 if I pass."
6/7/2022 7:02,6/7/2022 7:14,IP Address,redacted,100,715,TRUE,6/7/2022 7:14,redacted,,,,,redacted,redacted,anonymous,EN,TA 52,redacted,2,I have not taught any of these.,5,1,3,2,4,MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:1850 - Calculus I,MATH:1860 - Calculus II,MATH:1350 - Quantitative Reasoning for Business,Course preferences,,,,"Monday,Wednesday,Friday",,,,,,"Monday,Wednesday,Friday",,,"MATH:6200 - Analysis I,MATH:6700 - Partial Differential Equations I",no,No,Math Tutorial Lab Hours,good luck
6/7/2022 10:03,6/7/2022 10:38,IP Address,redacted,100,2119,TRUE,6/7/2022 10:38,redacted,,,,,redacted,redacted,anonymous,EN,TA 68,redacted,1,I have not taught any of these.,1,2,3,5,4,MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:4010 - Basic Analysis,MATH:3720 - Introduction to Abstract Algebra I,MATH:1440 - Mathematics for the Biological Sciences,Time preferences,,,Friday,"Monday,Wednesday,Friday",Thursday,,"Monday,Wednesday,Friday","Monday,Wednesday,Friday",Thursday,Friday,,,"MATH:5400 - Fundamental Groups and Covering Spaces,MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:5750 - Mathematical Biology I,MATH:5900 - First-Year Graduate Seminar",,Yes,Extra Grading,"My course schedule is not confirmed, I might take MATH5200: Introduction to Analysis 1 as well. "
6/7/2022 9:52,6/7/2022 13:13,IP Address,redacted,100,12015,TRUE,6/7/2022 13:13,redacted,,,,,redacted,redacted,anonymous,EN,TA 04,redacted,2,MATH:1560 - Engineer Math II: Multivariable Calculus,5,4,1,2,3,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1460 - Calculus for the Biological Sciences,MATH:1850 - Calculus I,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:4010 - Basic Analysis,I care about these equally,,,,"Monday,Wednesday,Friday",,,,"Monday,Tuesday,Wednesday,Friday",Tuesday,"Monday,Wednesday,Friday",,,"MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:6200 - Analysis I,MATH:6500 - Differential Geometry I,MATH:7290 - Seminar: Operator Theory",,No,Math Tutorial Lab Hours,
6/7/2022 22:44,6/7/2022 23:25,IP Address,redacted,100,2459,TRUE,6/7/2022 23:25,redacted,,,,,redacted,redacted,anonymous,EN,TA 45,redacted,3,MATH:1560 - Engineer Math II: Multivariable Calculus,1,4,5,3,2,MATH:1860 - Calculus II,MATH:1005 - College Algebra,MATH:1850 - Calculus I,MATH:1560 - Engineer Math II: Multivariable Calculus,MATH:1460 - Calculus for the Biological Sciences,I care about these equally,,,"Monday,Wednesday,Friday","Monday,Wednesday,Friday",,,,,,"Monday,Wednesday,Friday",Monday,,"MATH:6200 - Analysis I,MATH:6700 - Partial Differential Equations I,MATH:7670 - Seminar: Mathematical Biology","STAT:6300, MATH:7990:8362",No,Neither,"No further comments, but I really like the Qualtrics format."
6/8/2022 6:57,6/8/2022 7:05,IP Address,redacted,100,497,TRUE,6/8/2022 7:05,redacted,,,,,redacted,redacted,anonymous,EN,TA 24,redacted,5,"MATH:1005 - College Algebra,MATH:1560 - Engineer Math II: Multivariable Calculus",4,5,3,2,1,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1860 - Calculus II,MATH:3720 - Introduction to Abstract Algebra I,MATH:4090 - A Rigorous Intro to Abstract Algebra,MATH:5000 - Abstract Algebra I,Course preferences,,,,,"Tuesday,Thursday","Tuesday,Thursday",,,,,Monday,,"MATH:7030 - Topics in Algebra,MATH:7070 - Seminar: Algebra",,No,Extra Grading,
6/8/2022 6:47,6/8/2022 7:10,IP Address,redacted,100,1382,TRUE,6/8/2022 7:10,redacted,,,,,redacted,redacted,anonymous,EN,TA 27,redacted,5,MATH:1005 - College Algebra,2,1,3,4,5,MATH:1460 - Calculus for the Biological Sciences,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1005 - College Algebra,MATH:1860 - Calculus II,MATH:1440 - Mathematics for the Biological Sciences,Time preferences,,,,,,,,,Friday,,Monday,"Monday,Tuesday",MATH:7670 - Seminar: Mathematical Biology,,No,Neither,
